,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner,event,match_id,innings_number
1298,1303314B,2022,Civil Service Cricket Club,New Zealand,Ireland,53,2,88,1,39,1,180,4,Ireland,bat,Belfast,New Zealand,New Zealand tour of Ireland,1303314,B
1299,546443A,2012,ICC Global Cricket Academy,Afghanistan,Canada,48,0,75,3,51,5,174,8,Afghanistan,bat,Dubai,Afghanistan,ICC World Twenty20 Qualifier,546443,A
1299,546443B,2012,ICC Global Cricket Academy,Canada,Afghanistan,54,3,66,3,13,1,133,7,Afghanistan,bat,Dubai,Afghanistan,ICC World Twenty20 Qualifier,546443,B
1300,1223952A,2020,Manuka Oval,India,Australia,42,1,62,4,57,2,161,7,Australia,field,Canberra,India,India tour of Australia,1223952,A
1300,1223952B,2020,Manuka Oval,Australia,India,53,0,63,3,34,2,150,5,Australia,field,Canberra,India,India tour of Australia,1223952,B
1301,1299570A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,Oman,40,2,74,2,41,1,155,5,Oman,field,Al Amarat,Oman,ICC Men's T20 World Cup Qualifier A,1299570,A
1301,1299570B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Canada,36,1,92,0,31,0,159,1,Oman,field,Al Amarat,Oman,ICC Men's T20 World Cup Qualifier A,1299570,B
1302,1327507A,2022,Barsapara Cricket Stadium,India,South Africa,57,0,114,1,66,1,237,2,South Africa,field,Guwahati,India,South Africa tour of India,1327507,A
1302,1327507B,2022,Barsapara Cricket Stadium,South Africa,India,45,2,111,1,65,0,221,3,South Africa,field,Guwahati,India,South Africa tour of India,1327507,B
1303,1199523A,2019,Sheikh Zayed Stadium,Canada,Ireland,35,1,93,1,28,3,156,5,Canada,bat,Abu Dhabi,Canada,ICC Men's T20 World Cup Qualifier,1199523,A
1303,1199523B,2019,Sheikh Zayed Stadium,Ireland,Canada,52,3,56,4,38,0,146,7,Canada,bat,Abu Dhabi,Canada,ICC Men's T20 World Cup Qualifier,1199523,B
1304,1327275A,2022,Sharjah Cricket Stadium,Afghanistan,Sri Lanka,49,1,96,1,30,4,175,6,Sri Lanka,field,Sharjah,Sri Lanka,Asia Cup,1327275,A
1304,1327275B,2022,Sharjah Cricket Stadium,Sri Lanka,Afghanistan,57,0,88,4,34,2,179,6,Sri Lanka,field,Sharjah,Sri Lanka,Asia Cup,1327275,B
1305,1199537A,2019,Tolerance Oval,Nigeria,Hong Kong,30,2,31,4,20,2,81,8,Nigeria,bat,Abu Dhabi,Hong Kong,ICC Men's T20 World Cup Qualifier,1199537,A
1305,1199537B,2019,Tolerance Oval,Hong Kong,Nigeria,70,4,12,1,0,0,82,5,Nigeria,bat,Abu Dhabi,Hong Kong,ICC Men's T20 World Cup Qualifier,1199537,B
1306,1275269A,2021,Moara Vlasiei Cricket Ground,Luxembourg,Bulgaria,43,1,93,1,51,2,187,4,Bulgaria,field,Ilfov County,Luxembourg,Continental Cup,1275269,A
1306,1275269B,2021,Moara Vlasiei Cricket Ground,Bulgaria,Luxembourg,49,3,57,5,19,2,125,10,Bulgaria,field,Ilfov County,Luxembourg,Continental Cup,1275269,B
1307,1197526A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Nepal,47,1,69,4,29,2,145,7,Ireland,bat,Al Amarat,Ireland,Oman Pentangular T20I Series,1197526,A
1307,1197526B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Ireland,45,1,59,4,28,5,132,10,Ireland,bat,Al Amarat,Ireland,Oman Pentangular T20I Series,1197526,B
1308,291356A,2008,Melbourne Cricket Ground,India,Australia,30,4,33,5,11,1,74,10,India,bat,,Australia,,291356,A
1308,291356B,2008,Melbourne Cricket Ground,Australia,India,44,0,31,1,0,0,75,1,India,bat,,Australia,,291356,B
1309,1263153A,2021,National Cricket Stadium,South Africa,West Indies,51,2,89,1,27,5,167,8,West Indies,field,St George's,South Africa,South Africa tour of West Indies,1263153,A
1309,1263153B,2021,National Cricket Stadium,West Indies,South Africa,48,0,76,5,42,1,166,6,West Indies,field,St George's,South Africa,South Africa tour of West Indies,1263153,B
1310,1275043A,2021,Entebbe Cricket Oval,Nigeria,Uganda,42,2,50,4,31,0,123,6,Nigeria,bat,Entebbe,Uganda,Uganda T20 Tri-Series,1275043,A
1310,1275043B,2021,Entebbe Cricket Oval,Uganda,Nigeria,30,0,88,1,6,1,124,2,Nigeria,bat,Entebbe,Uganda,Uganda T20 Tri-Series,1275043,B
1311,914217A,2016,Bay Oval,New Zealand,Sri Lanka,62,0,73,2,47,2,182,4,Sri Lanka,field,Mount Maunganui,New Zealand,Sri Lanka in New Zealand T20I Series,914217,A
1311,914217B,2016,Bay Oval,Sri Lanka,New Zealand,56,4,92,2,31,3,179,9,Sri Lanka,field,Mount Maunganui,New Zealand,Sri Lanka in New Zealand T20I Series,914217,B
1312,1233980A,2021,McLean Park,New Zealand,Bangladesh,55,2,88,3,30,0,173,5,Bangladesh,field,Napier,New Zealand,Bangladesh tour of New Zealand,1233980,A
1312,1233980B,2021,McLean Park,Bangladesh,New Zealand,56,1,86,6,0,0,142,7,Bangladesh,field,Napier,New Zealand,Bangladesh tour of New Zealand,1233980,B
1313,1286685A,2021,Sir Vivian Richards Stadium,Argentina,Canada,45,1,56,5,8,2,109,8,Argentina,bat,North Sound,Canada,ICC Men's T20 World Cup Americas Region Qualifier,1286685,A
1313,1286685B,2021,Sir Vivian Richards Stadium,Canada,Argentina,78,1,37,0,0,0,115,1,Argentina,bat,North Sound,Canada,ICC Men's T20 World Cup Americas Region Qualifier,1286685,B
1314,1310181A,2022,Marsa Sports Club,Bulgaria,Romania,33,3,68,1,30,1,131,5,Bulgaria,bat,Marsa,Romania,Valletta Cup,1310181,A
1314,1310181B,2022,Marsa Sports Club,Romania,Bulgaria,64,1,68,1,0,0,132,2,Bulgaria,bat,Marsa,Romania,Valletta Cup,1310181,B
1315,1310180A,2022,Marsa Sports Club,Romania,Czech Republic,69,0,94,2,30,2,193,4,Romania,bat,Marsa,Romania,Valletta Cup,1310180,A
1315,1310180B,2022,Marsa Sports Club,Czech Republic,Romania,55,1,85,4,27,3,167,8,Romania,bat,Marsa,Romania,Valletta Cup,1310180,B
1316,1140069A,2018,National Stadium,Pakistan,West Indies,56,0,89,2,58,2,203,4,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan,1140069,A
1316,1140069B,2018,National Stadium,West Indies,Pakistan,24,4,36,5,0,0,60,9,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan,1140069,B
1317,1286684A,2021,Coolidge Cricket Ground,Panama,Bahamas,30,2,68,3,41,3,139,8,Bahamas,field,Coolidge,Panama,ICC Men's T20 World Cup Americas Region Qualifier,1286684,A
1317,1286684B,2021,Coolidge Cricket Ground,Bahamas,Panama,53,2,52,5,8,3,113,10,Bahamas,field,Coolidge,Panama,ICC Men's T20 World Cup Americas Region Qualifier,1286684,B
1318,1233981A,2021,Eden Park,New Zealand,Bangladesh,90,1,51,3,0,0,141,4,Bangladesh,field,Auckland,New Zealand,Bangladesh tour of New Zealand,1233981,A
1318,1233981B,2021,Eden Park,Bangladesh,New Zealand,53,6,23,4,0,0,76,10,Bangladesh,field,Auckland,New Zealand,Bangladesh tour of New Zealand,1233981,B
1319,1267308A,2021,National Sports Academy,Romania,Serbia,84,1,84,7,23,2,191,10,Romania,bat,Sofia,Romania,Sofia Twenty20,1267308,A
1319,1267308B,2021,National Sports Academy,Serbia,Romania,48,4,51,5,1,1,100,10,Romania,bat,Sofia,Romania,Sofia Twenty20,1267308,B
1320,366708A,2008,Seddon Park,New Zealand,West Indies,56,0,104,4,31,5,191,9,New Zealand,bat,Hamilton,New Zealand,West Indies in New Zealand T20I Series,366708,A
1320,366708B,2008,Seddon Park,West Indies,New Zealand,49,1,72,4,34,2,155,7,New Zealand,bat,Hamilton,New Zealand,West Indies in New Zealand T20I Series,366708,B
1321,1275042A,2021,Entebbe Cricket Oval,Kenya,Nigeria,42,1,89,1,31,3,162,5,Kenya,bat,Entebbe,Kenya,Uganda T20 Tri-Series,1275042,A
1321,1275042B,2021,Entebbe Cricket Oval,Nigeria,Kenya,24,2,42,5,35,0,101,7,Kenya,bat,Entebbe,Kenya,Uganda T20 Tri-Series,1275042,B
1322,1263152A,2021,National Cricket Stadium,South Africa,West Indies,69,0,76,3,21,2,166,5,West Indies,field,St George's,South Africa,South Africa tour of West Indies,1263152,A
1322,1263152B,2021,National Cricket Stadium,West Indies,South Africa,53,2,51,4,46,2,150,8,West Indies,field,St George's,South Africa,South Africa tour of West Indies,1263152,B
1323,423782A,2010,Seddon Park,Bangladesh,New Zealand,39,2,32,5,7,2,78,9,Bangladesh,bat,Hamilton,New Zealand,,423782,A
1323,423782B,2010,Seddon Park,New Zealand,Bangladesh,49,0,30,0,0,0,79,0,Bangladesh,bat,Hamilton,New Zealand,,423782,B
1324,291343A,2007,Western Australia Cricket Association Ground,Australia,New Zealand,48,1,92,2,46,3,186,6,Australia,bat,Perth,Australia,,291343,A
1324,291343B,2007,Western Australia Cricket Association Ground,New Zealand,Australia,29,2,75,6,28,2,132,10,Australia,bat,Perth,Australia,,291343,B
1325,452153A,2010,Harare Sports Club,Zimbabwe,India,51,2,36,1,24,3,111,6,India,field,,India,India in Zimbabwe T20I Series,452153,A
1325,452153B,2010,Harare Sports Club,India,Zimbabwe,41,2,71,2,0,0,112,4,India,field,,India,India in Zimbabwe T20I Series,452153,B
1326,1197527A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Oman,43,2,51,6,0,0,94,8,Netherlands,bat,Al Amarat,Oman,Oman Pentangular T20I Series,1197527,A
1326,1197527B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,42,0,53,3,0,0,95,3,Netherlands,bat,Al Amarat,Oman,Oman Pentangular T20I Series,1197527,B
1327,531635A,2012,Dubai International Cricket Stadium,Pakistan,England,49,1,60,4,35,1,144,6,England,field,,Pakistan,Pakistan v England T20I Series,531635,A
1327,531635B,2012,Dubai International Cricket Stadium,England,Pakistan,49,1,65,3,22,1,136,5,England,field,,Pakistan,Pakistan v England T20I Series,531635,B
1328,1275268A,2021,Moara Vlasiei Cricket Ground,Romania,Czech Republic,64,2,97,3,50,2,211,7,Romania,bat,Ilfov County,Romania,Continental Cup,1275268,A
1328,1275268B,2021,Moara Vlasiei Cricket Ground,Czech Republic,Romania,53,0,93,4,30,5,176,9,Romania,bat,Ilfov County,Romania,Continental Cup,1275268,B
1329,1327274A,2022,Sharjah Cricket Stadium,Pakistan,Hong Kong,40,1,89,0,64,1,193,2,Hong Kong,field,Sharjah,Pakistan,Asia Cup,1327274,A
1329,1327274B,2022,Sharjah Cricket Stadium,Hong Kong,Pakistan,25,3,13,5,0,0,38,8,Hong Kong,field,Sharjah,Pakistan,Asia Cup,1327274,B
1330,1199536A,2019,Dubai International Cricket Stadium,Papua New Guinea,Kenya,22,5,69,0,27,4,118,9,Kenya,field,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier,1199536,A
1330,1199536B,2019,Dubai International Cricket Stadium,Kenya,Papua New Guinea,40,2,24,4,9,3,73,9,Kenya,field,Dubai,Papua New Guinea,ICC Men's T20 World Cup Qualifier,1199536,B
1331,1199522A,2019,ICC Academy Ground No 2,Singapore,Kenya,44,2,80,2,33,5,157,9,Singapore,bat,Dubai,Kenya,ICC Men's T20 World Cup Qualifier,1199522,A
1331,1199522B,2019,ICC Academy Ground No 2,Kenya,Singapore,50,0,79,1,30,2,159,3,Singapore,bat,Dubai,Kenya,ICC Men's T20 World Cup Qualifier,1199522,B
1332,884349A,2016,New Wanderers Stadium,South Africa,Australia,62,1,85,3,57,3,204,7,Australia,field,Johannesburg,Australia,Australia in South Africa T20I Series,884349,A
1332,884349B,2016,New Wanderers Stadium,Australia,South Africa,36,3,124,0,45,2,205,5,Australia,field,Johannesburg,Australia,Australia in South Africa T20I Series,884349,B
1333,1327506A,2022,Greenfield International Stadium,South Africa,India,30,5,42,1,34,1,106,7,India,field,Thiruvananthapuram,India,South Africa tour of India,1327506,A
1333,1327506B,2022,Greenfield International Stadium,India,South Africa,17,1,84,1,9,0,110,2,India,field,Thiruvananthapuram,India,South Africa tour of India,1327506,B
1334,1273143A,2021,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,37,2,52,2,47,2,136,6,Ghana,field,Kigali City,Rwanda,Ghana tour of Rwanda,1273143,A
1334,1273143B,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Rwanda,38,3,41,5,0,0,79,8,Ghana,field,Kigali City,Rwanda,Ghana tour of Rwanda,1273143,B
1335,1299571A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,Philippines,41,1,121,0,56,1,218,2,Philippines,field,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A,1299571,A
1335,1299571B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Philippines,Nepal,24,1,27,4,31,3,82,8,Philippines,field,Al Amarat,Nepal,ICC Men's T20 World Cup Qualifier A,1299571,B
1336,1223953A,2020,Sydney Cricket Ground,Australia,India,59,1,93,2,42,2,194,5,India,field,Sydney,India,India tour of Australia,1223953,A
1336,1223953B,2020,Sydney Cricket Ground,India,Australia,60,1,89,2,46,1,195,4,India,field,Sydney,India,India tour of Australia,1223953,B
1337,1287773A,2021,National Stadium,Pakistan,West Indies,44,2,100,1,56,3,200,6,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan,1287773,A
1337,1287773B,2021,National Stadium,West Indies,Pakistan,46,2,65,3,26,3,137,8,West Indies,field,Karachi,Pakistan,West Indies tour of Pakistan,1287773,B
1338,1298135A,2022,GMHBA Stadium,Namibia,Sri Lanka,43,3,63,3,57,1,163,7,Sri Lanka,field,Geelong,Namibia,ICC Men's T20 World Cup,1298135,A
1338,1298135B,2022,GMHBA Stadium,Sri Lanka,Namibia,38,3,57,6,13,1,108,10,Sri Lanka,field,Geelong,Namibia,ICC Men's T20 World Cup,1298135,B
1339,546442A,2012,Dubai International Cricket Stadium,Ireland,Scotland,52,3,68,1,39,1,159,5,Ireland,bat,,Ireland,ICC World Twenty20 Qualifier,546442,A
1339,546442B,2012,Dubai International Cricket Stadium,Scotland,Ireland,30,1,80,2,32,2,142,5,Ireland,bat,,Ireland,ICC World Twenty20 Qualifier,546442,B
1340,1303315A,2022,County Ground,South Africa,Ireland,47,2,111,2,53,1,211,5,South Africa,bat,Bristol,South Africa,South Africa tour of England,1303315,A
1340,1303315B,2022,County Ground,Ireland,South Africa,67,1,88,2,35,4,190,7,South Africa,bat,Bristol,South Africa,South Africa tour of England,1303315,B
1341,1249208A,2021,The Rose Bowl,England,Sri Lanka,48,0,99,2,33,4,180,6,Sri Lanka,field,Southampton,England,Sri Lanka tour of England,1249208,A
1341,1249208B,2021,The Rose Bowl,Sri Lanka,England,39,3,32,5,20,1,91,9,Sri Lanka,field,Southampton,England,Sri Lanka tour of England,1249208,B
1342,287864A,2007,Newlands,Bangladesh,South Africa,65,3,55,3,24,3,144,9,South Africa,field,Cape Town,South Africa,ICC World Twenty20,287864,A
1342,287864B,2007,Newlands,South Africa,Bangladesh,42,0,81,1,23,1,146,2,South Africa,field,Cape Town,South Africa,ICC World Twenty20,287864,B
1343,1284497A,2021,West End Park International Cricket Stadium,Kuwait,Qatar,32,3,60,3,34,3,126,9,Kuwait,bat,Doha,Qatar,ICC Men's T20 World Cup Asia A Qualifier,1284497,A
1343,1284497B,2021,West End Park International Cricket Stadium,Qatar,Kuwait,79,1,48,6,0,0,127,7,Kuwait,bat,Doha,Qatar,ICC Men's T20 World Cup Asia A Qualifier,1284497,B
1344,287870A,2007,New Wanderers Stadium,Australia,Pakistan,58,2,80,2,26,3,164,7,Pakistan,field,Johannesburg,Pakistan,ICC World Twenty20,287870,A
1344,287870B,2007,New Wanderers Stadium,Pakistan,Australia,40,3,98,0,27,0,165,3,Pakistan,field,Johannesburg,Pakistan,ICC World Twenty20,287870,B
1345,1273745A,2021,Dubai International Cricket Stadium,Bangladesh,Australia,33,3,40,5,0,0,73,8,Australia,field,Dubai,Australia,ICC Men's T20 World Cup,1273745,A
1345,1273745B,2021,Dubai International Cricket Stadium,Australia,Bangladesh,67,2,11,0,0,0,78,2,Australia,field,Dubai,Australia,ICC Men's T20 World Cup,1273745,B
1346,287858A,2007,Newlands,England,Zimbabwe,59,3,100,2,29,4,188,9,England,bat,Cape Town,England,ICC World Twenty20,287858,A
1346,287858B,2007,Newlands,Zimbabwe,England,57,0,50,6,31,1,138,7,England,bat,Cape Town,England,ICC World Twenty20,287858,B
1347,1187668A,2019,McLean Park,England,New Zealand,48,1,117,0,76,1,241,2,New Zealand,field,Napier,England,England tour of New Zealand,1187668,A
1347,1187668B,2019,McLean Park,New Zealand,England,61,2,99,6,5,1,165,9,New Zealand,field,Napier,England,England tour of New Zealand,1187668,B
1348,1273751A,2021,Zayed Cricket Stadium,Afghanistan,New Zealand,23,2,73,1,28,4,124,7,Afghanistan,bat,Abu Dhabi,New Zealand,ICC Men's T20 World Cup,1273751,A
1348,1273751B,2021,Zayed Cricket Stadium,New Zealand,Afghanistan,45,1,63,1,17,0,125,2,Afghanistan,bat,Abu Dhabi,New Zealand,ICC Men's T20 World Cup,1273751,B
1349,913633A,2016,The Rose Bowl,Sri Lanka,England,51,1,71,6,18,3,140,10,Sri Lanka,bat,Southampton,England,,913633,A
1349,913633B,2016,The Rose Bowl,England,Sri Lanka,41,2,90,0,13,0,144,2,Sri Lanka,bat,Southampton,England,,913633,B
1350,1282743A,2021,Desert Springs Cricket Ground,Italy,Germany,19,0,55,4,29,1,103,5,Italy,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier,1282743,A
1350,1282743B,2021,Desert Springs Cricket Ground,Germany,Italy,34,2,52,1,18,1,104,4,Italy,bat,Almeria,Germany,ICC Men's T20 World Cup Europe Region Qualifier,1282743,B
1351,875549A,2015,The Village,Hong Kong,Scotland,42,3,43,2,31,4,116,9,Scotland,field,Dublin,Scotland,ICC World Twenty20 Qualifier,875549,A
1351,875549B,2015,The Village,Scotland,Hong Kong,68,2,49,3,0,0,117,5,Scotland,field,Dublin,Scotland,ICC World Twenty20 Qualifier,875549,B
1352,430885A,2009,Punjab Cricket Association Stadium,Sri Lanka,India,73,1,94,3,39,2,206,6,Sri Lanka,bat,Chandigarh,India,Sri Lanka in India T20I Series,430885,A
1352,430885B,2009,Punjab Cricket Association Stadium,India,Sri Lanka,58,1,124,1,29,2,211,4,Sri Lanka,bat,Chandigarh,India,Sri Lanka in India T20I Series,430885,B
1353,966737A,2016,Khan Shaheb Osman Ali Stadium,Oman,Afghanistan,39,0,94,2,32,2,165,4,Oman,bat,Fatullah,Afghanistan,Asia Cup,966737,A
1353,966737B,2016,Khan Shaheb Osman Ali Stadium,Afghanistan,Oman,61,3,78,1,29,1,168,5,Oman,bat,Fatullah,Afghanistan,Asia Cup,966737,B
1354,1215165A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Kuwait,56,0,85,2,58,2,199,4,Kuwait,field,Al Amarat,United Arab Emirates,ACC Western Region T20,1215165,A
1354,1215165B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,United Arab Emirates,37,2,34,5,26,0,97,7,Kuwait,field,Al Amarat,United Arab Emirates,ACC Western Region T20,1215165,B
1355,1215159A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Maldives,Oman,39,1,62,1,28,3,129,5,Oman,field,Al Amarat,Oman,ACC Western Region T20,1215159,A
1355,1215159B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,49,0,83,0,0,0,132,0,Oman,field,Al Amarat,Oman,ACC Western Region T20,1215159,B
1356,930573A,2015,Sheikh Zayed Stadium,Oman,United Arab Emirates,35,1,69,1,29,5,133,7,United Arab Emirates,field,Abu Dhabi,United Arab Emirates,,930573,A
1356,930573B,2015,Sheikh Zayed Stadium,United Arab Emirates,Oman,35,1,82,1,17,1,134,3,United Arab Emirates,field,Abu Dhabi,United Arab Emirates,,930573,B
1357,966735A,2016,Khan Shaheb Osman Ali Stadium,Oman,Hong Kong,46,1,84,3,50,0,180,4,Oman,bat,Fatullah,Oman,Asia Cup,966735,A
1357,966735B,2016,Khan Shaheb Osman Ali Stadium,Hong Kong,Oman,57,1,75,4,43,2,175,7,Oman,bat,Fatullah,Oman,Asia Cup,966735,B
1358,1142913A,2018,Harare Sports Club,Pakistan,Zimbabwe,42,1,95,3,45,0,182,4,Zimbabwe,field,,Pakistan,Zimbabwe Twenty20 Tri-Series,1142913,A
1358,1142913B,2018,Harare Sports Club,Zimbabwe,Pakistan,27,1,75,3,6,4,108,8,Zimbabwe,field,,Pakistan,Zimbabwe Twenty20 Tri-Series,1142913,B
1359,1310948A,2022,Harare Sports Club,Afghanistan,Zimbabwe,51,2,49,4,25,2,125,8,Afghanistan,bat,Harare,Afghanistan,Afghanistan tour of Zimbabwe,1310948,A
1359,1310948B,2022,Harare Sports Club,Zimbabwe,Afghanistan,40,1,29,6,21,1,90,8,Afghanistan,bat,Harare,Afghanistan,Afghanistan tour of Zimbabwe,1310948,B
1360,1336031A,2022,Dubai International Cricket Stadium,Bangladesh,United Arab Emirates,42,3,72,2,44,0,158,5,United Arab Emirates,field,Dubai,Bangladesh,Bangladesh tour of United Arab Emirates,1336031,A
1360,1336031B,2022,Dubai International Cricket Stadium,United Arab Emirates,Bangladesh,43,1,73,6,35,3,151,10,United Arab Emirates,field,Dubai,Bangladesh,Bangladesh tour of United Arab Emirates,1336031,B
1361,1187681A,2020,Bay Oval,India,New Zealand,53,1,78,1,32,2,163,4,India,bat,Mount Maunganui,India,India tour of New Zealand,1187681,A
1361,1187681B,2020,Bay Oval,New Zealand,India,41,2,88,2,27,4,156,8,India,bat,Mount Maunganui,India,India tour of New Zealand,1187681,B
1362,1282741A,2021,Desert Springs Cricket Ground,Jersey,Italy,29,1,70,3,40,1,139,5,Jersey,bat,Almeria,Jersey,ICC Men's T20 World Cup Europe Region Qualifier,1282741,A
1362,1282741B,2021,Desert Springs Cricket Ground,Italy,Jersey,22,1,63,5,13,3,98,9,Jersey,bat,Almeria,Jersey,ICC Men's T20 World Cup Europe Region Qualifier,1282741,B
1363,1213058A,2020,Gaddafi Stadium,Bangladesh,Pakistan,35,0,71,3,35,2,141,5,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan,1213058,A
1363,1213058B,2020,Gaddafi Stadium,Pakistan,Bangladesh,36,2,80,1,26,2,142,5,Bangladesh,bat,Lahore,Pakistan,Bangladesh tour of Pakistan,1213058,B
1364,1273747A,2021,Sharjah Cricket Stadium,New Zealand,Namibia,43,1,53,3,67,0,163,4,Namibia,field,Sharjah,New Zealand,ICC Men's T20 World Cup,1273747,A
1364,1273747B,2021,Sharjah Cricket Stadium,Namibia,New Zealand,36,0,56,3,19,3,111,6,Namibia,field,Sharjah,New Zealand,ICC Men's T20 World Cup,1273747,B
1365,1257183A,2021,Harare Sports Club,Pakistan,Zimbabwe,42,1,62,5,45,1,149,7,Zimbabwe,field,Harare,Pakistan,Pakistan tour of Zimbabwe,1257183,A
1365,1257183B,2021,Harare Sports Club,Zimbabwe,Pakistan,35,2,67,3,36,1,138,6,Zimbabwe,field,Harare,Pakistan,Pakistan tour of Zimbabwe,1257183,B
1366,1273753A,2021,Dubai International Cricket Stadium,Namibia,India,34,2,61,4,37,1,132,7,India,field,Dubai,India,ICC Men's T20 World Cup,1273753,A
